symbol,company_name,index_name,action,announcement_date,effective_date,source_url
SAIL,Steel Authority of India Ltd.,Nifty PSE,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CLEANMAX,Clean Max Enviro Energy Solutions Ltd.,Nifty Power,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VEDPOWER,Vedanta Power Ltd.,Nifty Power,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CRIZAC,Crizac Ltd.,Nifty Retail,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RTNINDIA,RattanIndia Enterprises Ltd.,Nifty Retail,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ACC,ACC Ltd.,Nifty Rural,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ESCORTS,Escorts Kubota Ltd.,Nifty Rural,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ATHERENERG,Ather Energy Ltd.,Nifty Rural,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TATACAP,Tata Capital Ltd.,Nifty Rural,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PATTECH,Pattech Fitwell Tube Components Ltd.,Nifty SME Emerge,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VELS,Vels Film International Ltd.,Nifty SME Emerge,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VISAMAN,Visaman Global Sales Ltd.,Nifty SME Emerge,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AVIENCE,Avience Biomedicals Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BMLL,Bio Medica Laboratories Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CLAYCRAFT,Clay Craft India Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GENXAI,GenXAI Analytics Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HAPPY,Happy Steels Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ICELCO,IC Electricals Company Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NFPSAMPOOR,NFP Sampoorna Foods Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
QLINE,Q-Line Biotech Ltd.,Nifty SME Emerge,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GAIL,GAIL (India) Ltd.,Nifty Services Sector,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NAUKRI,Info Edge (India) Ltd.,Nifty Services Sector,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ADANIPOWER,Adani Power Ltd.,Nifty Services Sector,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FEDERALBNK,Federal Bank Ltd.,Nifty Services Sector,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CAPITALSFB,Capital Small Finance Bank Ltd.,Nifty Services Sector,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ESAFSFB,ESAF Small Finance Bank Ltd.,Nifty Services Sector,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SATIN,Satin Creditcare Network Ltd.,Nifty Services Sector,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
COFORGE,Coforge Ltd.,Nifty Shariah 25,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HAVELLS,Havells India Ltd.,Nifty Shariah 25,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LTM,LTM Ltd.,Nifty Shariah 25,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SRF,SRF Ltd.,Nifty Shariah 25,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BPCL,Bharat Petroleum Corporation Ltd.,Nifty Shariah 25,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BRITANNIA,Britannia Industries Ltd.,Nifty Shariah 25,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Nifty Shariah 25,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TRENT,Trent Ltd.,Nifty Shariah 25,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ABREL,Aditya Birla Real Estate Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AFCONS,Afcons Infrastructure Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
APTUS,Aptus Value Housing Finance India Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ASTERDM,Aster DM Quality Care Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BLS,BLS International Services Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FIRSTCRY,Brainbees Solutions Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CASTROLIND,Castrol India Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FIVESTAR,Five-Star Business Finance Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HINDCOPPER,Hindustan Copper Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IRCON,IRCON International Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JMFINANCIL,JM Financial Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MEESHO,Meesho Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NH,Narayana Hrudayalaya Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PIRAMALFIN,Piramal Finance Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RPOWER,Reliance Power Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SARDAEN,Sarda Energy and Minerals Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SIGNATURE,Signatureglobal (India) Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
STARHEALTH,Star Health and Allied Insurance Company Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SWANCORP,Swan Corp Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RAMCOCEM,The Ramco Cements Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
WHIRLPOOL,Whirlpool of India Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ZENSARTECH,Zensar Technolgies Ltd.,Nifty Smallcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ACUTAAS,Acutaas Chemicals Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
APOLLOTYRE,Apollo Tyres Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AVANTIFEED,Avanti Feeds Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BELRISE,Belrise Industries Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BHARATCOAL,Bharat Coking Coal Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CEMPRO,Cemindia Projects Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CMPDI,Central Mine Planning & Design Institute Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CHENNPETRO,Chennai Petroleum Corporation Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CUPID,Cupid Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
EMMVEE,Emmvee Photovoltaic Power Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GALLANTT,Gallantt Ispat Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HFCL,HFCL Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KIRLOSENG,Kirloskar Oil Eng Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KPITTECH,KPIT Technologies Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MTARTECH,MTAR Technologies Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ONESOURCE,Onesource Specialty Pharma Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RRKABEL,R R Kabel Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SAMMAANCAP,Sammaan Capital Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
STLTECH,Sterlite Technologies Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SYRMA,Syrma SGS Technology Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TATAELXSI,Tata Elxsi Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TDPOWERSYS,TD Power Systems Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VEDPOWER,Vedanta Power Ltd.,Nifty Smallcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ABFRL,Aditya Birla Fashion and Retail Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ABLBL,Aditya Birla Lifestyle Brands Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ASTERDM,Aster DM Quality Care Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BAYERCROP,Bayer Cropscience Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BIKAJI,Bikaji Foods International Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BLUEDART,Blue Dart Express Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BLUEJET,Blue Jet Healthcare Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BBTC,Bombay Burmah Trading Corporation Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MAPMYINDIA,C.E. Info Systems Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CHALET,Chalet Hotels Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
DCMSHRIRAM,DCM Shriram Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ERIS,Eris Lifesciences Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FACT,Fertilisers and Chemicals Travancore Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GODIGIT,Go Digit General Insurance Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HINDCOPPER,Hindustan Copper Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDGN,Indegene Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IOB,Indian Overseas Bank,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JSWDULUX,JSW Dulux Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JUBLPHARMA,Jubilant Pharmova Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LATENTVIEW,Latent View Analytics Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
THELEELA,Leela Palaces Hotels & Resorts Ltd.,Nifty Smallcap 250,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ACC,ACC Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AETHER,Aether Industries Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
APOLLOTYRE,Apollo Tyres Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AVANTIFEED,Avanti Feeds Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AWL,AWL Agri Business Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AZAD,Azad Engineering Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BAGMANE,Bagmane Prime Office REIT,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BHARATCOAL,Bharat Coking Coal Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BBOX,Black Box Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BIRET,Brookfield India Real Estate Trust,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CMPDI,Central Mine Planning & Design Institute Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CLEANMAX,Clean Max Enviro Energy Solutions Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CUPID,Cupid Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FRACTAL,Fractal Analytics Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HONAUT,Honeywell Automation India Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INOXINDIA,INOX India Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KIRLOSBROS,Kirloskar Brothers Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KPITTECH,KPIT Technologies Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KSB,KSB Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MTARTECH,MTAR Technologies Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PRIVISCL,Privi Speciality Chemicals Ltd.,Nifty Smallcap 250,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ASTERDM,Aster DM Quality Care Ltd.,Nifty Smallcap 50,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
