hypothesis_id,n_trades,win_rate_pct,avg_winner_pct,avg_loser_pct,profit_factor,gross_expectancy_pct,net_expectancy_pct,avg_holding_days,costs_pct_of_abs_gross,max_drawdown_pct,cagr_pct,sharpe,long_only_result_pct,short_only_result_pct,bull_result_pct,bear_result_pct,sideways_result_pct,is_pairs,title,split,window,decision,t_stat,beats_best_placebo,n_buckets
5dbcd00310b3,2068,58.75241779497099,2.2037613005901626,-3.0128012739565126,1.0418886638627762,0.5649773287864346,0.052055364377244874,10.145067698259188,90.78629146251598,,,,0.18246287508343834,-0.07835214632894866,-0.17887219398728485,0.6888087520232133,0.17275013176893622,True,same_sector_pairing (random draw),primary,val,rejected,0.7682841121871135,True,249
a7f9414d3392,2301,56.931768796175575,2.173435757945999,-2.7190898591873647,1.0566250168289468,0.5793948686868866,0.06631151345266428,10.081269013472403,88.55503957034524,,,,0.2511704987109474,-0.11854747180561875,-0.31806445974278363,0.7323792596124474,0.40715486358030356,True,same_sector_pairing (liquidity-ranked),primary,val,rejected,0.945466983103245,True,249
71357c1af8cd,1739,57.56181713628522,2.0344504916540673,-2.933508227636934,0.9406705136386244,0.43802830213033556,-0.07386091423251044,10.12708453133985,116.86213285152817,,,,-0.30751735943834235,0.15979553097332155,-0.12440324161457951,0.24462108556329493,-0.17238393503165883,True,same_sector_pairing (random draw),delivery,train,rejected,0.3725018206941513,True,210
99a2610cabee,2021,55.76447303315191,2.1130093835927135,-2.8027163554641294,0.9504049182250975,0.4507811573182954,-0.061487801324069453,10.312221672439387,113.64027762159832,,,,-0.17735161205831598,0.054376009410176986,-0.25550493891488496,0.6023713502765715,-0.11029916705910987,True,same_sector_pairing (liquidity-ranked),delivery,train,rejected,0.530050249263779,True,209
fac149cb6b0b,1725,45.21739130434783,5.297916832111349,-4.697677870203696,0.9308607050682043,0.14453654032996352,-0.17793070046124138,8.452753623188405,223.1043029361586,-40.99356158100331,-1.9997227805845008,-0.19954259598087914,-0.17793070046124138,,0.1515064543345145,0.1308391327360913,-0.8003212678858553,False,vol_squeeze_breakout (honest execution),delivery,train,rejected,-0.8215488062965026,False,194
423c548cc0d3,4031,53.53510295212106,11.221869135225182,-11.635128431689433,1.1112395279128418,0.9250550411277239,0.6013887475221125,31.025551972215332,34.98886868515777,-39.16498992223367,1.905875619585795,0.1981123399722323,0.6013887475221125,,1.1667433870789898,1.2725267855982954,-0.5192689949898377,False,"momentum (12-1 month, long-only, honest execution)",primary,train,rejected,0.5503609669855355,False,143
0d8f2ac002c2,6408,48.18976279650437,5.908650779834195,-6.3464148238737526,0.865962478564772,-0.11866487495709221,-0.44072777889089637,8.670099875156055,271.4054214022964,-53.45640579741461,-2.284596345408363,-0.14914920681881846,-0.44072777889089637,,0.5483199880543055,-0.6116869717114798,-0.9503289318661736,False,mean_reversion re-test (honest execution),delivery,train,rejected,2.026903621494545,False,203
c9d3ab9ffc36,497,37.82696177062374,5.720901132698131,-5.245032047355117,0.6636141934649522,-0.7758994524564806,-1.096952695544231,8.37625754527163,41.3782020429713,-42.675985288564675,-2.7102549871866333,-0.40755857980347243,-1.096952695544231,,-0.6906589160138251,-2.0504526402727024,-1.5169130218945213,False,oi_momentum (honest execution),delivery,train,rejected,-2.7652428287203947,False,129
fc8303956df7,3389,44.939510179994095,5.621256904536147,-5.280608637822317,0.868835817274283,-0.05920942165786194,-0.3813636626048663,8.477426969607555,544.0928688825117,-58.2467966301124,-3.5378597083777885,-0.28957034735577486,-0.3813636626048663,,0.34079608405752687,-2.2938400884761188,-0.638913179391236,False,price_action LONG (honest execution),delivery,train,rejected,-1.8652168702972964,False,210
0151b95c725e,1367,54.71836137527433,10.089240926816077,-7.739667859598239,1.5752414027106278,2.341861708264623,2.0160188794199825,30.838332114118508,13.913837341236432,-57.190392628362055,6.8342858828911,0.4462119233989249,2.0160188794199825,,2.131740278862524,4.71353115950118,0.4048849022698805,False,"momentum (12-1 month, long-only, honest execution)",delivery,train,accepted,1.575571745213054,True,49
f68079c5b0b8,161,55.90062111801242,2.3752322983971146,-1.8133425058992574,1.6603911468702253,1.0390971265487114,0.5280968256949878,9.881987577639752,49.17733749788872,,,,-0.2640667243486619,1.3202603757386375,0.6168137306725239,-0.3060998998900311,0.7872055323083679,True,pairs_reversion (honest fills + costs),delivery,train,rejected,0.8468935076677514,True,109
ee89fa192a3e,233,43.34763948497854,31.631210705652073,-12.63729407737278,1.915178095035524,6.884879712584659,6.552057781363316,93.84549356223177,4.834099434053874,-23.75245996911883,0.7724389240150398,0.14603252104893102,6.552057781363316,,-1.24246338896847,1.6817202651609513,9.07837882922626,False,"momentum (12-1 month, long-only, honest execution)",delivery,val,accepted,0.9767347892641696,True,9
