date,reserve_type,currency,value
2008-02-01,Total,₹ Crores,1202531.0
2008-02-01,Total,US $ Millions,301235.0
2008-01-01,Foreign Currency Assets,₹ Crores,1117080.0
2008-01-01,Foreign Currency Assets,US $ Millions,283595.0
2008-01-01,Gold,₹ Crores,36236.0
2008-01-01,Gold,US $ Millions,9199.0
2008-01-01,Reserve Tranche Position,₹ Crores,1720.0
2008-01-01,Reserve Tranche Position,US $ Millions,437.0
2008-01-01,SDRs,₹ Crores,36.0
2008-01-01,SDRs,US $ Millions,9.0
2008-01-01,Total,₹ Crores,1155072.0
2008-01-01,Total,US $ Millions,293240.0
2007-12-01,Foreign Currency Assets,₹ Crores,1050485.0
2007-12-01,Foreign Currency Assets,US $ Millions,266553.0
2007-12-01,Gold,₹ Crores,32819.0
2007-12-01,Gold,US $ Millions,8328.0
2007-12-01,Reserve Tranche Position,₹ Crores,1703.0
2007-12-01,Reserve Tranche Position,US $ Millions,432.0
2007-12-01,SDRs,₹ Crores,13.0
2007-12-01,SDRs,US $ Millions,3.0
2007-12-01,Total,₹ Crores,1085020.0
2007-12-01,Total,US $ Millions,275316.0
2007-11-01,Foreign Currency Assets,₹ Crores,1050165.0
2007-11-01,Foreign Currency Assets,US $ Millions,264725.0
2007-11-01,Gold,₹ Crores,33151.0
2007-11-01,Gold,US $ Millions,8357.0
2007-11-01,Reserve Tranche Position,₹ Crores,1727.0
2007-11-01,Reserve Tranche Position,US $ Millions,435.0
2007-11-01,SDRs,₹ Crores,13.0
2007-11-01,SDRs,US $ Millions,3.0
2007-11-01,Total,₹ Crores,1085056.0
2007-11-01,Total,US $ Millions,273520.0
2007-10-01,Foreign Currency Assets,₹ Crores,1008271.0
2007-10-01,Foreign Currency Assets,US $ Millions,256427.0
2007-10-01,Gold,₹ Crores,30712.0
2007-10-01,Gold,US $ Millions,7811.0
2007-10-01,Reserve Tranche Position,₹ Crores,1735.0
2007-10-01,Reserve Tranche Position,US $ Millions,441.0
2007-10-01,SDRs,₹ Crores,52.0
2007-10-01,SDRs,US $ Millions,13.0
2007-10-01,Total,₹ Crores,1040770.0
2007-10-01,Total,US $ Millions,264692.0
2007-09-01,Foreign Currency Assets,₹ Crores,953581.0
2007-09-01,Foreign Currency Assets,US $ Millions,239955.0
2007-09-01,Gold,₹ Crores,29275.0
2007-09-01,Gold,US $ Millions,7367.0
2007-09-01,Reserve Tranche Position,₹ Crores,1740.0
2007-09-01,Reserve Tranche Position,US $ Millions,438.0
2007-09-01,SDRs,₹ Crores,8.0
2007-09-01,SDRs,US $ Millions,2.0
2007-09-01,Total,₹ Crores,984604.0
2007-09-01,Total,US $ Millions,247762.0
2007-08-01,Foreign Currency Assets,₹ Crores,907301.0
2007-08-01,Foreign Currency Assets,US $ Millions,221509.0
2007-08-01,Gold,₹ Crores,28186.0
2007-08-01,Gold,US $ Millions,6881.0
2007-08-01,Reserve Tranche Position,₹ Crores,1866.0
2007-08-01,Reserve Tranche Position,US $ Millions,455.0
2007-08-01,SDRs,₹ Crores,9.0
2007-08-01,SDRs,US $ Millions,2.0
2007-08-01,Total,₹ Crores,937362.0
2007-08-01,Total,US $ Millions,228847.0
2007-07-01,Foreign Currency Assets,₹ Crores,888680.0
2007-07-01,Foreign Currency Assets,US $ Millions,219753.0
2007-07-01,Gold,₹ Crores,27850.0
2007-07-01,Gold,US $ Millions,6887.0
2007-07-01,Reserve Tranche Position,₹ Crores,1840.0
2007-07-01,Reserve Tranche Position,US $ Millions,455.0
2007-07-01,SDRs,₹ Crores,49.0
2007-07-01,SDRs,US $ Millions,12.0
2007-07-01,Total,₹ Crores,918419.0
2007-07-01,Total,US $ Millions,227107.0
2007-06-01,Foreign Currency Assets,₹ Crores,839913.0
2007-06-01,Foreign Currency Assets,US $ Millions,206114.0
2007-06-01,Gold,₹ Crores,27655.0
2007-06-01,Gold,US $ Millions,6787.0
2007-06-01,Reserve Tranche Position,₹ Crores,1875.0
2007-06-01,Reserve Tranche Position,US $ Millions,460.0
2007-06-01,SDRs,₹ Crores,6.0
2007-06-01,SDRs,US $ Millions,1.0
2007-06-01,Total,₹ Crores,869449.0
2007-06-01,Total,US $ Millions,213362.0
2007-05-01,Foreign Currency Assets,₹ Crores,817440.0
2007-05-01,Foreign Currency Assets,US $ Millions,200697.0
2007-05-01,Gold,₹ Crores,28147.0
2007-05-01,Gold,US $ Millions,6911.0
2007-05-01,Reserve Tranche Position,₹ Crores,1870.0
2007-05-01,Reserve Tranche Position,US $ Millions,459.0
2007-05-01,SDRs,₹ Crores,6.0
2007-05-01,Total,₹ Crores,847463.0
2007-05-01,Total,US $ Millions,208068.0
2007-04-01,Foreign Currency Assets,₹ Crores,812995.0
2007-04-01,Foreign Currency Assets,US $ Millions,196899.0
2007-04-01,Gold,₹ Crores,29051.0
2007-04-01,Gold,US $ Millions,7036.0
2007-04-01,Reserve Tranche Position,₹ Crores,1910.0
2007-04-01,Reserve Tranche Position,US $ Millions,463.0
2007-04-01,SDRs,₹ Crores,45.0
2007-04-01,SDRs,US $ Millions,11.0
2007-04-01,Total,₹ Crores,844001.0
2007-04-01,Total,US $ Millions,204409.0
2007-03-01,Foreign Currency Assets,₹ Crores,836597.0
2007-03-01,Foreign Currency Assets,US $ Millions,191924.0
2007-03-01,Gold,₹ Crores,29573.0
2007-03-01,Gold,US $ Millions,6784.0
2007-03-01,Reserve Tranche Position,₹ Crores,2044.0
2007-03-01,Reserve Tranche Position,US $ Millions,469.0
2007-03-01,SDRs,₹ Crores,8.0
2007-03-01,SDRs,US $ Millions,2.0
2007-03-01,Total,₹ Crores,868222.0
2007-03-01,Total,US $ Millions,199179.0
2007-02-01,Foreign Currency Assets,₹ Crores,829533.0
2007-02-01,Foreign Currency Assets,US $ Millions,187211.0
2007-02-01,Gold,₹ Crores,30499.0
2007-02-01,Gold,US $ Millions,6883.0
2007-02-01,Reserve Tranche Position,₹ Crores,2070.0
2007-02-01,Reserve Tranche Position,US $ Millions,467.0
2007-02-01,SDRs,₹ Crores,8.0
2007-02-01,SDRs,US $ Millions,2.0
2007-02-01,Total,₹ Crores,862110.0
2007-02-01,Total,US $ Millions,194563.0
2007-01-01,Foreign Currency Assets,₹ Crores,764501.0
2007-01-01,Foreign Currency Assets,US $ Millions,173081.0
2007-01-01,Gold,₹ Crores,28840.0
2007-01-01,Gold,US $ Millions,6529.0
2007-01-01,Reserve Tranche Position,₹ Crores,2390.0
2007-01-01,Reserve Tranche Position,US $ Millions,541.0
2007-01-01,SDRs,₹ Crores,44.0
2007-01-01,SDRs,US $ Millions,10.0
2007-01-01,Total,₹ Crores,795775.0
2007-01-01,Total,US $ Millions,180161.0
2006-12-01,Foreign Currency Assets,₹ Crores,752738.0
2006-12-01,Foreign Currency Assets,US $ Millions,170187.0
2006-12-01,Gold,₹ Crores,28824.0
2006-12-01,Gold,US $ Millions,6517.0
2006-12-01,Reserve Tranche Position,₹ Crores,2416.0
2006-12-01,Reserve Tranche Position,US $ Millions,546.0
2006-12-01,SDRs,₹ Crores,4.0
2006-12-01,SDRs,US $ Millions,1.0
2006-12-01,Total,₹ Crores,783982.0
2006-12-01,Total,US $ Millions,177251.0
2006-11-01,Foreign Currency Assets,₹ Crores,750168.0
2006-11-01,Foreign Currency Assets,US $ Millions,167598.0
2006-11-01,Gold,₹ Crores,29067.0
2006-11-01,Gold,US $ Millions,6494.0
2006-11-01,Reserve Tranche Position,₹ Crores,2451.0
2006-11-01,Reserve Tranche Position,US $ Millions,548.0
2006-11-01,Total,₹ Crores,781690.0
2006-11-01,Total,US $ Millions,174641.0
2006-10-01,Foreign Currency Assets,₹ Crores,723332.0
2006-10-01,Foreign Currency Assets,US $ Millions,160669.0
2006-10-01,Gold,₹ Crores,27320.0
2006-10-01,Gold,US $ Millions,6068.0
2006-10-01,Reserve Tranche Position,₹ Crores,2918.0
2006-10-01,Reserve Tranche Position,US $ Millions,648.0
2006-10-01,SDRs,₹ Crores,33.0
2006-10-01,SDRs,US $ Millions,7.0
2006-10-01,Total,₹ Crores,753603.0
2006-10-01,Total,US $ Millions,167392.0
2006-09-01,Foreign Currency Assets,₹ Crores,727733.0
2006-09-01,Foreign Currency Assets,US $ Millions,158340.0
2006-09-01,Gold,₹ Crores,28506.0
2006-09-01,Gold,US $ Millions,6202.0
2006-09-01,Reserve Tranche Position,₹ Crores,3502.0
2006-09-01,Reserve Tranche Position,US $ Millions,762.0
2006-09-01,SDRs,₹ Crores,6.0
2006-09-01,SDRs,US $ Millions,1.0
2006-09-01,Total,₹ Crores,759747.0
2006-09-01,Total,US $ Millions,165305.0
2006-08-01,Foreign Currency Assets,₹ Crores,739857.0
2006-08-01,Foreign Currency Assets,US $ Millions,158938.0
2006-08-01,Gold,₹ Crores,30436.0
2006-08-01,Gold,US $ Millions,6538.0
2006-08-01,Reserve Tranche Position,₹ Crores,3570.0
2006-08-01,Reserve Tranche Position,US $ Millions,767.0
2006-08-01,SDRs,₹ Crores,6.0
2006-08-01,SDRs,US $ Millions,1.0
2006-08-01,Total,₹ Crores,773869.0
2006-08-01,Total,US $ Millions,166244.0
2006-07-01,Foreign Currency Assets,₹ Crores,731354.0
2006-07-01,Foreign Currency Assets,US $ Millions,157247.0
2006-07-01,Gold,₹ Crores,30496.0
2006-07-01,Gold,US $ Millions,6557.0
2006-07-01,Reserve Tranche Position,₹ Crores,3562.0
2006-07-01,Reserve Tranche Position,US $ Millions,766.0
2006-07-01,SDRs,₹ Crores,33.0
2006-07-01,SDRs,US $ Millions,7.0
2006-07-01,Total,₹ Crores,765445.0
2006-07-01,Total,US $ Millions,164577.0
2006-06-01,Foreign Currency Assets,₹ Crores,718701.0
2006-06-01,Foreign Currency Assets,US $ Millions,155968.0
2006-06-01,Gold,₹ Crores,28479.0
2006-06-01,Gold,US $ Millions,6180.0
2006-06-01,Reserve Tranche Position,₹ Crores,3518.0
2006-06-01,Reserve Tranche Position,US $ Millions,764.0
2006-06-01,SDRs,₹ Crores,2.0
2006-06-01,Total,₹ Crores,750700.0
2006-06-01,Total,US $ Millions,162912.0
2006-05-01,Foreign Currency Assets,₹ Crores,724648.0
2006-05-01,Foreign Currency Assets,US $ Millions,156073.0
2006-05-01,Gold,₹ Crores,32549.0
2006-05-01,Gold,US $ Millions,7010.0
2006-05-01,Reserve Tranche Position,₹ Crores,3643.0
2006-05-01,Reserve Tranche Position,US $ Millions,785.0
2006-05-01,SDRs,₹ Crores,2.0
2006-05-01,Total,₹ Crores,760842.0
2006-05-01,Total,US $ Millions,163868.0
2006-04-01,Foreign Currency Assets,₹ Crores,690730.0
2006-04-01,Foreign Currency Assets,US $ Millions,153598.0
2006-04-01,Gold,₹ Crores,28335.0
2006-04-01,Gold,US $ Millions,6301.0
2006-04-01,Reserve Tranche Position,₹ Crores,3473.0
2006-04-01,Reserve Tranche Position,US $ Millions,772.0
2006-04-01,SDRs,₹ Crores,25.0
2006-04-01,SDRs,US $ Millions,6.0
2006-04-01,Total,₹ Crores,722563.0
2006-04-01,Total,US $ Millions,160677.0
2006-03-01,Foreign Currency Assets,₹ Crores,647327.0
2006-03-01,Foreign Currency Assets,US $ Millions,145108.0
2006-03-01,Gold,₹ Crores,25674.0
2006-03-01,Gold,US $ Millions,5755.0
2006-03-01,Reserve Tranche Position,₹ Crores,3374.0
2006-03-01,Reserve Tranche Position,US $ Millions,756.0
2006-03-01,SDRs,₹ Crores,12.0
2006-03-01,SDRs,US $ Millions,3.0
2006-03-01,Total,₹ Crores,676387.0
2006-03-01,Total,US $ Millions,151622.0
2006-02-01,Foreign Currency Assets,₹ Crores,603925.0
2006-02-01,Foreign Currency Assets,US $ Millions,135897.0
2006-02-01,Gold,₹ Crores,25541.0
2006-02-01,Gold,US $ Millions,5747.0
2006-02-01,Reserve Tranche Position,₹ Crores,3348.0
2006-02-01,Reserve Tranche Position,US $ Millions,753.0
2006-02-01,SDRs,₹ Crores,12.0
2006-02-01,SDRs,US $ Millions,3.0
2006-02-01,Total,₹ Crores,632826.0
2006-02-01,Total,US $ Millions,142400.0
2006-01-01,Foreign Currency Assets,₹ Crores,589526.0
2006-01-01,Foreign Currency Assets,US $ Millions,133770.0
2006-01-01,Gold,₹ Crores,25030.0
2006-01-01,Gold,US $ Millions,5680.0
2006-01-01,Reserve Tranche Position,₹ Crores,4051.0
2006-01-01,Reserve Tranche Position,US $ Millions,919.0
2006-01-01,SDRs,₹ Crores,20.0
2006-01-01,SDRs,US $ Millions,5.0
2006-01-01,Total,₹ Crores,618627.0
2006-01-01,Total,US $ Millions,140374.0
2005-12-01,Foreign Currency Assets,₹ Crores,590497.0
2005-12-01,Foreign Currency Assets,US $ Millions,131018.0
2005-12-01,Gold,₹ Crores,23770.0
2005-12-01,Gold,US $ Millions,5274.0
2005-12-01,Reserve Tranche Position,₹ Crores,4096.0
2005-12-01,Reserve Tranche Position,US $ Millions,909.0
2005-12-01,SDRs,₹ Crores,20.0
2005-12-01,SDRs,US $ Millions,5.0
2005-12-01,Total,₹ Crores,618383.0
2005-12-01,Total,US $ Millions,137206.0
2005-11-01,Foreign Currency Assets,₹ Crores,627455.0
2005-11-01,Foreign Currency Assets,US $ Millions,136582.0
2005-11-01,Gold,₹ Crores,22626.0
2005-11-01,Gold,US $ Millions,4925.0
2005-11-01,Reserve Tranche Position,₹ Crores,6017.0
2005-11-01,Reserve Tranche Position,US $ Millions,1310.0
2005-11-01,Total,₹ Crores,656119.0
2005-11-01,Total,US $ Millions,142821.0
2005-10-01,Foreign Currency Assets,₹ Crores,619299.0
2005-10-01,Foreign Currency Assets,US $ Millions,137286.0
2005-10-01,Gold,₹ Crores,21943.0
2005-10-01,Gold,US $ Millions,4864.0
2005-10-01,Reserve Tranche Position,₹ Crores,6403.0
2005-10-01,Reserve Tranche Position,US $ Millions,1419.0
2005-10-01,SDRs,₹ Crores,20.0
2005-10-01,SDRs,US $ Millions,4.0
2005-10-01,Total,₹ Crores,647665.0
2005-10-01,Total,US $ Millions,143573.0
2005-09-01,Foreign Currency Assets,₹ Crores,602309.0
2005-09-01,Foreign Currency Assets,US $ Millions,136920.0
2005-09-01,Gold,₹ Crores,20727.0
2005-09-01,Gold,US $ Millions,4712.0
2005-09-01,Reserve Tranche Position,₹ Crores,6260.0
2005-09-01,Reserve Tranche Position,US $ Millions,1423.0
2005-09-01,SDRs,₹ Crores,19.0
2005-09-01,SDRs,US $ Millions,4.0
2005-09-01,Total,₹ Crores,629315.0
2005-09-01,Total,US $ Millions,143059.0
2005-08-01,Foreign Currency Assets,₹ Crores,608225.0
2005-08-01,Foreign Currency Assets,US $ Millions,138107.0
2005-08-01,Gold,₹ Crores,19971.0
2005-08-01,Gold,US $ Millions,4535.0
2005-08-01,Reserve Tranche Position,₹ Crores,6312.0
2005-08-01,Reserve Tranche Position,US $ Millions,1433.0
2005-08-01,SDRs,₹ Crores,19.0
2005-08-01,SDRs,US $ Millions,4.0
2005-08-01,Total,₹ Crores,634527.0
2005-08-01,Total,US $ Millions,144079.0
2005-07-01,Foreign Currency Assets,₹ Crores,585319.0
2005-07-01,Foreign Currency Assets,US $ Millions,134587.0
2005-07-01,Gold,₹ Crores,19116.0
2005-07-01,Gold,US $ Millions,4395.0
2005-07-01,Reserve Tranche Position,₹ Crores,6766.0
2005-07-01,Reserve Tranche Position,US $ Millions,1556.0
2005-07-01,SDRs,₹ Crores,18.0
2005-07-01,SDRs,US $ Millions,4.0
2005-07-01,Total,₹ Crores,611219.0
2005-07-01,Total,US $ Millions,140542.0
2005-06-01,Foreign Currency Assets,₹ Crores,575864.0
2005-06-01,Foreign Currency Assets,US $ Millions,132352.0
2005-06-01,Gold,₹ Crores,19375.0
2005-06-01,Gold,US $ Millions,4453.0
2005-06-01,Reserve Tranche Position,₹ Crores,6791.0
2005-06-01,Reserve Tranche Position,US $ Millions,1561.0
2005-06-01,SDRs,₹ Crores,18.0
2005-06-01,SDRs,US $ Millions,4.0
2005-06-01,Total,₹ Crores,602048.0
2005-06-01,Total,US $ Millions,138370.0
2005-05-01,Foreign Currency Assets,₹ Crores,580749.0
2005-05-01,Foreign Currency Assets,US $ Millions,132925.0
2005-05-01,Gold,₹ Crores,19119.0
2005-05-01,Gold,US $ Millions,4376.0
2005-05-01,Reserve Tranche Position,₹ Crores,6780.0
2005-05-01,Reserve Tranche Position,US $ Millions,1552.0
2005-05-01,SDRs,US $ Millions,4.0
2005-05-01,Total,₹ Crores,606667.0
2005-05-01,Total,US $ Millions,138857.0
2005-04-01,Foreign Currency Assets,₹ Crores,593423.0
2005-04-01,Foreign Currency Assets,US $ Millions,135950.0
2005-04-01,Gold,₹ Crores,19393.0
2005-04-01,Gold,US $ Millions,4443.0
2005-04-01,Reserve Tranche Position,₹ Crores,6300.0
2005-04-01,Reserve Tranche Position,US $ Millions,1443.0
2005-04-01,SDRs,₹ Crores,20.0
2005-04-01,SDRs,US $ Millions,5.0
2005-04-01,Total,₹ Crores,619136.0
2005-04-01,Total,US $ Millions,141841.0
2005-03-01,Foreign Currency Assets,₹ Crores,593121.0
2005-03-01,Foreign Currency Assets,US $ Millions,135571.0
2005-03-01,Gold,₹ Crores,19686.0
2005-03-01,Gold,US $ Millions,4500.0
2005-03-01,Reserve Tranche Position,₹ Crores,6289.0
2005-03-01,Reserve Tranche Position,US $ Millions,1438.0
2005-03-01,SDRs,₹ Crores,20.0
2005-03-01,SDRs,US $ Millions,5.0
2005-03-01,Total,₹ Crores,619116.0
2005-03-01,Total,US $ Millions,141514.0
2005-02-01,Foreign Currency Assets,₹ Crores,567725.0
2005-02-01,Foreign Currency Assets,US $ Millions,130093.0
2005-02-01,Gold,₹ Crores,19096.0
2005-02-01,Gold,US $ Millions,4376.0
2005-02-01,Reserve Tranche Position,₹ Crores,6223.0
2005-02-01,Reserve Tranche Position,US $ Millions,1426.0
2005-02-01,SDRs,₹ Crores,20.0
2005-02-01,SDRs,US $ Millions,5.0
2005-02-01,Total,₹ Crores,593064.0
2005-02-01,Total,US $ Millions,135900.0
2005-01-01,Foreign Currency Assets,₹ Crores,540246.0
2005-01-01,Foreign Currency Assets,US $ Millions,123654.0
2005-01-01,Gold,₹ Crores,19181.0
2005-01-01,Gold,US $ Millions,4390.0
2005-01-01,Reserve Tranche Position,₹ Crores,6177.0
2005-01-01,Reserve Tranche Position,US $ Millions,1414.0
2005-01-01,SDRs,₹ Crores,22.0
2005-01-01,SDRs,US $ Millions,5.0
2005-01-01,Total,₹ Crores,565626.0
2005-01-01,Total,US $ Millions,129463.0
2004-12-01,Foreign Currency Assets,₹ Crores,545466.0
2004-12-01,Foreign Currency Assets,US $ Millions,125164.0
2004-12-01,Gold,₹ Crores,19969.0
2004-12-01,Gold,US $ Millions,4582.0
2004-12-01,Reserve Tranche Position,₹ Crores,6221.0
2004-12-01,Reserve Tranche Position,US $ Millions,1427.0
2004-12-01,SDRs,₹ Crores,22.0
2004-12-01,SDRs,US $ Millions,5.0
2004-12-01,Total,₹ Crores,571678.0
2004-12-01,Total,US $ Millions,131178.0
2004-11-01,Foreign Currency Assets,₹ Crores,547377.0
2004-11-01,Foreign Currency Assets,US $ Millions,122319.0
2004-11-01,Gold,₹ Crores,20316.0
2004-11-01,Gold,US $ Millions,4540.0
2004-11-01,Reserve Tranche Position,₹ Crores,6097.0
1994-07-01,SDRs,US $ Millions,63.0
2004-11-01,Reserve Tranche Position,US $ Millions,1362.0
2004-11-01,SDRs,₹ Crores,22.0
2004-11-01,SDRs,US $ Millions,5.0
2004-11-01,Total,₹ Crores,573812.0
2004-11-01,Total,US $ Millions,128226.0
2004-10-01,Foreign Currency Assets,₹ Crores,525632.0
2004-10-01,Foreign Currency Assets,US $ Millions,115651.0
2004-10-01,Gold,₹ Crores,19776.0
2004-10-01,Gold,US $ Millions,4351.0
2004-10-01,Reserve Tranche Position,₹ Crores,6043.0
2004-10-01,Reserve Tranche Position,US $ Millions,1330.0
2004-10-01,SDRs,₹ Crores,24.0
2004-10-01,SDRs,US $ Millions,5.0
2004-10-01,Total,₹ Crores,551475.0
2004-10-01,Total,US $ Millions,121337.0
2004-09-01,Foreign Currency Assets,₹ Crores,526605.0
2004-09-01,Foreign Currency Assets,US $ Millions,114083.0
2004-09-01,Gold,₹ Crores,19349.0
2004-09-01,Gold,US $ Millions,4192.0
2004-09-01,Reserve Tranche Position,₹ Crores,6015.0
2004-09-01,Reserve Tranche Position,US $ Millions,1303.0
2004-09-01,SDRs,₹ Crores,7.0
2004-09-01,SDRs,US $ Millions,1.0
2004-09-01,Total,₹ Crores,551976.0
2004-09-01,Total,US $ Millions,119579.0
2004-08-01,Foreign Currency Assets,₹ Crores,522333.0
2004-08-01,Foreign Currency Assets,US $ Millions,112717.0
2004-08-01,Gold,₹ Crores,19186.0
2004-08-01,Gold,US $ Millions,4140.0
2004-08-01,Reserve Tranche Position,₹ Crores,6005.0
2004-08-01,Reserve Tranche Position,US $ Millions,1296.0
2004-08-01,SDRs,₹ Crores,7.0
2004-08-01,SDRs,US $ Millions,1.0
2004-08-01,Total,₹ Crores,547531.0
2004-08-01,Total,US $ Millions,118154.0
2004-07-01,Foreign Currency Assets,₹ Crores,524732.0
2004-07-01,Foreign Currency Assets,US $ Millions,112967.0
2004-07-01,Gold,₹ Crores,19150.0
2004-07-01,Gold,US $ Millions,4123.0
2004-07-01,Reserve Tranche Position,₹ Crores,6007.0
2004-07-01,Reserve Tranche Position,US $ Millions,1293.0
2004-07-01,SDRs,₹ Crores,8.0
2004-07-01,SDRs,US $ Millions,2.0
2004-07-01,Total,₹ Crores,549897.0
2004-07-01,Total,US $ Millions,118385.0
2004-06-01,Foreign Currency Assets,₹ Crores,524865.0
2004-06-01,Foreign Currency Assets,US $ Millions,114151.0
2004-06-01,Gold,₹ Crores,18655.0
2004-06-01,Gold,US $ Millions,4057.0
2004-06-01,Reserve Tranche Position,₹ Crores,5980.0
2004-06-01,Reserve Tranche Position,US $ Millions,1301.0
2004-06-01,SDRs,₹ Crores,8.0
2004-06-01,SDRs,US $ Millions,2.0
2004-06-01,Total,₹ Crores,549508.0
2004-06-01,Total,US $ Millions,119511.0
2004-05-01,Foreign Currency Assets,₹ Crores,519847.0
2004-05-01,Foreign Currency Assets,US $ Millions,114102.0
2004-05-01,Gold,₹ Crores,18104.0
2004-05-01,Gold,US $ Millions,3974.0
2004-05-01,Reserve Tranche Position,₹ Crores,5927.0
2004-05-01,Reserve Tranche Position,US $ Millions,1301.0
2004-05-01,SDRs,₹ Crores,8.0
2004-05-01,SDRs,US $ Millions,2.0
2004-05-01,Total,₹ Crores,543886.0
2004-05-01,Total,US $ Millions,119379.0
2004-04-01,Foreign Currency Assets,₹ Crores,501429.0
2004-04-01,Foreign Currency Assets,US $ Millions,113011.0
2004-04-01,Gold,₹ Crores,18598.0
2004-04-01,Gold,US $ Millions,4191.0
2004-04-01,Reserve Tranche Position,₹ Crores,5704.0
2004-04-01,Reserve Tranche Position,US $ Millions,1286.0
2004-04-01,SDRs,₹ Crores,10.0
2004-04-01,SDRs,US $ Millions,2.0
2004-04-01,Total,₹ Crores,525741.0
2004-04-01,Total,US $ Millions,118490.0
2004-03-01,Foreign Currency Assets,₹ Crores,466215.0
2004-03-01,Foreign Currency Assets,US $ Millions,107448.0
2004-03-01,Gold,₹ Crores,18216.0
2004-03-01,Gold,US $ Millions,4198.0
2004-03-01,Reserve Tranche Position,₹ Crores,5688.0
2004-03-01,Reserve Tranche Position,US $ Millions,1311.0
2004-03-01,SDRs,₹ Crores,10.0
2004-03-01,SDRs,US $ Millions,2.0
2004-03-01,Total,₹ Crores,490129.0
2004-03-01,Total,US $ Millions,112959.0
2004-02-01,Foreign Currency Assets,₹ Crores,471018.0
2004-02-01,Foreign Currency Assets,US $ Millions,104069.0
2004-02-01,Gold,₹ Crores,18966.0
2004-02-01,Gold,US $ Millions,4190.0
2004-02-01,Reserve Tranche Position,₹ Crores,5934.0
2004-02-01,Reserve Tranche Position,US $ Millions,1311.0
2004-02-01,SDRs,₹ Crores,10.0
2004-02-01,SDRs,US $ Millions,2.0
2004-02-01,Total,₹ Crores,495928.0
2004-02-01,Total,US $ Millions,109572.0
2004-01-01,Foreign Currency Assets,₹ Crores,456635.0
2004-01-01,Foreign Currency Assets,US $ Millions,100780.0
