date,series,sector,index,inflation
2025-07-01,Current,Urban,103.12,
2025-07-01,Current,Combined,103.1,
2025-07-01,Current,Rural,104.06,
2025-07-01,Current,Urban,104.01,
2025-07-01,Current,Combined,104.04,
2025-07-01,Current,Rural,104.08,
2025-07-01,Current,Urban,103.89,
2025-07-01,Current,Combined,104.05,
2025-07-01,Current,Rural,104.05,
2025-07-01,Current,Urban,102.87,
2025-07-01,Current,Combined,103.72,
2025-07-01,Current,Rural,103.37,
2025-07-01,Current,Urban,102.71,
2025-07-01,Current,Combined,103.15,
2025-07-01,Current,Rural,103.38,
2025-07-01,Current,Urban,103.34,
2025-07-01,Current,Combined,103.36,
2025-07-01,Current,Rural,105.57,
2025-07-01,Current,Urban,104.98,
2025-07-01,Current,Combined,105.24,
2025-07-01,Current,Rural,103.15,
2025-07-01,Current,Urban,102.75,
2025-07-01,Current,Combined,103.05,
2025-07-01,Current,Rural,103.43,
2025-07-01,Current,Urban,104.98,
2025-07-01,Current,Combined,104.56,
2025-07-01,Current,Rural,103.47,
2025-07-01,Current,Urban,103.18,
2025-07-01,Current,Combined,103.35,
2025-07-01,Current,Rural,103.76,
2025-07-01,Current,Urban,103.28,
2025-07-01,Current,Combined,103.47,
2025-07-01,Current,Rural,100.69,
2025-07-01,Current,Urban,102.47,
2025-07-01,Current,Combined,101.26,
2025-07-01,Current,Rural,103.51,
2025-07-01,Current,Urban,102.55,
2025-07-01,Current,Combined,103.26,
2025-07-01,Current,Rural,102.74,
2025-07-01,Current,Urban,102.05,
2025-07-01,Current,Combined,102.35,
2025-07-01,Current,Rural,103.69,
2025-07-01,Current,Urban,101.66,
2025-07-01,Current,Combined,102.91,
2025-07-01,Current,Rural,101.69,
2025-07-01,Current,Urban,102.64,
2025-07-01,Current,Combined,102.62,
2025-07-01,Current,Rural,102.12,
2025-07-01,Current,Urban,102.17,
2025-07-01,Current,Combined,102.13,
2025-07-01,Current,Rural,103.59,
2025-07-01,Current,Urban,103.64,
2025-07-01,Current,Combined,103.63,
2025-07-01,Current,Rural,104.69,
2025-07-01,Current,Urban,104.23,
2025-07-01,Current,Combined,104.48,
2025-07-01,Current,Rural,103.6,
2025-07-01,Current,Urban,103.9,
2025-07-01,Current,Combined,103.71,
2025-07-01,Current,Rural,103.2,
2025-07-01,Current,Urban,103.34,
2025-07-01,Current,Combined,103.25,
2025-07-01,Current,Rural,103.04,
2025-07-01,Current,Urban,103.25,
2025-07-01,Current,Combined,103.16,
2025-07-01,Current,Rural,103.47,
2025-07-01,Current,Urban,103.56,
2025-07-01,Current,Combined,103.52,
2025-07-01,Current,Rural,104.36,
2025-07-01,Current,Urban,103.68,
2025-07-01,Current,Combined,103.85,
2025-07-01,Current,Rural,102.39,
2025-07-01,Current,Urban,101.67,
2025-07-01,Current,Combined,102.22,
2025-07-01,Current,Rural,103.48,
2025-07-01,Current,Urban,103.82,
2025-07-01,Current,Combined,103.59,
2025-07-01,Current,Rural,104.54,
2025-07-01,Current,Urban,103.21,
2025-07-01,Current,Combined,104.05,
2025-07-01,Current,Rural,103.06,
2025-07-01,Current,Urban,103.15,
2025-07-01,Current,Combined,103.1,
2025-06-01,Current,Rural,102.39,
2025-06-01,Current,Urban,102.66,
2025-06-01,Current,Combined,102.51,
2025-06-01,Current,Rural,105.21,
2025-06-01,Current,Urban,103.21,
2025-06-01,Current,Combined,104.22,
2025-06-01,Current,Rural,101.12,
2025-06-01,Current,Urban,101.87,
2025-06-01,Current,Combined,101.41,
2025-06-01,Current,Rural,102.51,
2025-06-01,Current,Urban,102.02,
2025-06-01,Current,Combined,102.38,
2025-06-01,Current,Rural,101.52,
2025-06-01,Current,Urban,101.86,
2025-06-01,Current,Combined,101.59,
2025-06-01,Current,Rural,101.94,
2025-06-01,Current,Urban,102.07,
2025-06-01,Current,Combined,101.96,
2025-06-01,Current,Urban,102.87,
2025-06-01,Current,Combined,102.87,
2025-06-01,Current,Rural,100.25,
2025-06-01,Current,Urban,101.21,
2025-06-01,Current,Combined,100.58,
2025-06-01,Current,Rural,103.01,
2025-06-01,Current,Urban,102.47,
2025-06-01,Current,Combined,102.66,
2025-06-01,Current,Rural,101.99,
2025-06-01,Current,Urban,102.33,
2025-06-01,Current,Combined,102.19,
2025-06-01,Current,Rural,102.87,
2025-06-01,Current,Urban,102.99,
2025-06-01,Current,Combined,102.93,
2025-06-01,Current,Rural,103.2,
2025-06-01,Current,Urban,103.21,
2025-06-01,Current,Combined,103.2,
2025-06-01,Current,Rural,103.29,
2025-06-01,Current,Urban,102.45,
2025-06-01,Current,Combined,103.06,
2025-06-01,Current,Rural,101.37,
2025-06-01,Current,Urban,100.93,
2025-06-01,Current,Combined,101.22,
2025-06-01,Current,Rural,103.12,
2025-06-01,Current,Urban,102.88,
2025-06-01,Current,Combined,103.0,
2025-06-01,Current,Rural,104.75,
2025-06-01,Current,Urban,104.02,
2025-06-01,Current,Combined,104.35,
2025-06-01,Current,Rural,103.3,
2025-06-01,Current,Urban,102.77,
2025-06-01,Current,Combined,103.17,
2025-06-01,Current,Rural,103.25,
2025-06-01,Current,Urban,104.01,
2025-06-01,Current,Combined,103.8,
2025-06-01,Current,Rural,102.3,
2025-06-01,Current,Urban,102.14,
2025-06-01,Current,Combined,102.24,
2025-06-01,Current,Rural,102.98,
2025-06-01,Current,Urban,102.99,
2025-06-01,Current,Combined,102.99,
2025-06-01,Current,Rural,100.62,
2025-06-01,Current,Urban,102.33,
2025-06-01,Current,Combined,101.17,
2025-06-01,Current,Rural,103.26,
2025-06-01,Current,Urban,102.24,
2025-06-01,Current,Combined,102.99,
2025-06-01,Current,Rural,102.69,
2025-06-01,Current,Urban,101.9,
2025-06-01,Current,Combined,102.24,
2025-06-01,Current,Rural,103.5,
2025-06-01,Current,Urban,101.53,
2025-06-01,Current,Combined,102.74,
2025-06-01,Current,Rural,100.54,
2025-06-01,Current,Urban,101.77,
2025-06-01,Current,Combined,101.74,
2025-06-01,Current,Rural,100.98,
2025-06-01,Current,Urban,101.29,
2025-06-01,Current,Combined,101.06,
2025-06-01,Current,Rural,102.66,
2025-06-01,Current,Urban,103.06,
2025-06-01,Current,Combined,102.94,
2025-06-01,Current,Rural,103.57,
2025-06-01,Current,Urban,103.31,
2025-06-01,Current,Combined,103.45,
2025-06-01,Current,Rural,102.51,
2025-06-01,Current,Urban,102.85,
2025-06-01,Current,Combined,102.63,
2025-06-01,Current,Rural,103.05,
2025-06-01,Current,Urban,102.83,
2025-06-01,Current,Combined,102.98,
2025-06-01,Current,Rural,102.61,
2025-06-01,Current,Urban,102.91,
2025-06-01,Current,Combined,102.78,
2025-06-01,Current,Rural,102.85,
2025-06-01,Current,Urban,103.07,
2025-06-01,Current,Combined,102.98,
2025-06-01,Current,Rural,102.78,
2025-06-01,Current,Urban,102.67,
2025-06-01,Current,Combined,102.7,
2025-06-01,Current,Rural,102.01,
2025-06-01,Current,Urban,101.23,
2025-06-01,Current,Combined,101.83,
2025-06-01,Current,Rural,102.41,
2025-06-01,Current,Urban,102.71,
2025-06-01,Current,Combined,102.51,
2025-06-01,Current,Rural,103.6,
2025-06-01,Current,Urban,102.51,
2025-06-01,Current,Combined,103.2,
2025-06-01,Current,Rural,101.78,
2025-06-01,Current,Urban,102.34,
2025-06-01,Current,Combined,102.03,
2025-05-01,Current,Rural,101.78,
2025-05-01,Current,Urban,102.06,
2025-05-01,Current,Combined,101.9,
2025-05-01,Current,Rural,103.19,
2025-05-01,Current,Urban,102.5,
2025-05-01,Current,Combined,102.85,
2025-05-01,Current,Rural,100.9,
2025-05-01,Current,Urban,101.43,
2025-05-01,Current,Combined,101.11,
2025-05-01,Current,Rural,101.75,
2025-05-01,Current,Urban,101.67,
2025-05-01,Current,Combined,101.73,
2025-05-01,Current,Rural,101.21,
2025-05-01,Current,Urban,101.57,
2025-05-01,Current,Combined,101.29,
2025-05-01,Current,Rural,101.45,
2025-05-01,Current,Urban,101.62,
2025-05-01,Current,Combined,101.48,
2025-05-01,Current,Urban,102.06,
2025-05-01,Current,Combined,102.06,
2025-05-01,Current,Rural,99.7,
2025-05-01,Current,Urban,100.69,
2025-05-01,Current,Combined,100.04,
2025-05-01,Current,Rural,102.58,
2025-05-01,Current,Urban,102.21,
2025-05-01,Current,Combined,102.34,
2025-05-01,Current,Rural,101.24,
2025-05-01,Current,Urban,101.66,
2025-05-01,Current,Combined,101.49,
2025-05-01,Current,Rural,102.34,
2025-05-01,Current,Urban,102.61,
2025-05-01,Current,Combined,102.48,
2025-05-01,Current,Rural,102.39,
2025-05-01,Current,Urban,102.79,
2025-05-01,Current,Combined,102.46,
2025-05-01,Current,Rural,103.02,
2025-05-01,Current,Urban,102.22,
2025-05-01,Current,Combined,102.8,
2025-05-01,Current,Rural,100.62,
2025-05-01,Current,Urban,100.35,
2025-05-01,Current,Combined,100.53,
2025-05-01,Current,Rural,102.63,
2025-05-01,Current,Urban,102.24,
2025-05-01,Current,Combined,102.44,
2025-05-01,Current,Rural,103.17,
2025-05-01,Current,Urban,102.59,
2025-05-01,Current,Combined,102.85,
2025-05-01,Current,Rural,103.28,
2025-05-01,Current,Urban,102.93,
2025-05-01,Current,Combined,103.19,
2025-05-01,Current,Rural,102.27,
2025-05-01,Current,Urban,102.77,
2025-05-01,Current,Combined,102.64,
2025-05-01,Current,Rural,101.98,
2025-05-01,Current,Urban,101.76,
2025-05-01,Current,Combined,101.89,
2025-05-01,Current,Rural,102.16,
2025-05-01,Current,Urban,102.32,
2025-05-01,Current,Combined,102.26,
2025-05-01,Current,Rural,100.2,
2025-05-01,Current,Urban,101.78,
2025-05-01,Current,Combined,100.71,
2025-05-01,Current,Rural,102.59,
2025-05-01,Current,Urban,101.95,
2025-05-01,Current,Combined,102.43,
2025-05-01,Current,Rural,102.54,
2025-05-01,Current,Urban,101.89,
2025-05-01,Current,Combined,102.16,
2025-05-01,Current,Rural,102.47,
2025-05-01,Current,Urban,101.38,
2025-05-01,Current,Combined,102.05,
2025-05-01,Current,Rural,99.78,
2025-05-01,Current,Urban,101.39,
2025-05-01,Current,Combined,101.36,
2025-05-01,Current,Rural,100.43,
2025-05-01,Current,Urban,101.02,
2025-05-01,Current,Combined,100.59,
2025-05-01,Current,Rural,101.98,
2025-05-01,Current,Urban,102.15,
2025-05-01,Current,Combined,102.1,
2025-05-01,Current,Rural,102.93,
2025-05-01,Current,Urban,102.56,
2025-05-01,Current,Combined,102.76,
2025-05-01,Current,Rural,101.92,
2025-05-01,Current,Urban,102.33,
2025-05-01,Current,Combined,102.06,
2025-05-01,Current,Rural,102.65,
2025-05-01,Current,Urban,102.49,
2025-05-01,Current,Combined,102.59,
2025-05-01,Current,Rural,101.7,
2025-05-01,Current,Urban,102.11,
2025-05-01,Current,Combined,101.93,
2025-05-01,Current,Rural,102.35,
2025-05-01,Current,Urban,102.55,
2025-05-01,Current,Combined,102.47,
2025-05-01,Current,Rural,101.57,
2025-05-01,Current,Urban,101.47,
2025-05-01,Current,Combined,101.5,
2025-05-01,Current,Rural,101.03,
2025-05-01,Current,Urban,100.58,
2025-05-01,Current,Combined,100.93,
2025-05-01,Current,Rural,101.86,
2025-05-01,Current,Urban,102.24,
2025-05-01,Current,Combined,101.98,
2025-05-01,Current,Rural,102.72,
2025-05-01,Current,Urban,102.26,
2025-05-01,Current,Combined,102.55,
2025-05-01,Current,Rural,101.2,
2025-05-01,Current,Urban,101.94,
2025-05-01,Current,Combined,101.53,
2025-04-01,Current,Rural,101.49,
2025-04-01,Current,Urban,101.71,
2025-04-01,Current,Combined,101.58,
2025-04-01,Current,Rural,102.93,
2025-04-01,Current,Urban,102.35,
2025-04-01,Current,Combined,102.65,
2025-04-01,Current,Rural,100.61,
2025-04-01,Current,Urban,101.21,
2025-04-01,Current,Combined,100.84,
2025-04-01,Current,Rural,101.24,
2025-04-01,Current,Urban,101.51,
2025-04-01,Current,Combined,101.31,
2025-04-01,Current,Rural,100.87,
2025-04-01,Current,Urban,100.97,
2025-04-01,Current,Combined,100.89,
2025-04-01,Current,Rural,101.25,
2025-04-01,Current,Urban,101.19,
2025-04-01,Current,Combined,101.24,
2025-04-01,Current,Urban,101.41,
2025-04-01,Current,Combined,101.41,
2025-04-01,Current,Rural,99.88,
2025-04-01,Current,Urban,100.46,
2025-04-01,Current,Combined,100.08,
2025-04-01,Current,Rural,102.35,
2025-04-01,Current,Urban,101.87,
2025-04-01,Current,Combined,102.04,
2025-04-01,Current,Rural,100.94,
2025-04-01,Current,Urban,101.23,
2025-04-01,Current,Combined,101.11,
2025-04-01,Current,Rural,101.94,
2025-04-01,Current,Urban,102.24,
2025-04-01,Current,Combined,102.09,
2025-04-01,Current,Rural,101.68,
2025-04-01,Current,Urban,102.07,
2025-04-01,Current,Combined,101.74,
2025-04-01,Current,Rural,102.89,
2025-04-01,Current,Urban,102.09,
2025-04-01,Current,Combined,102.66,
2025-04-01,Current,Rural,100.94,
2025-04-01,Current,Urban,100.76,
2025-04-01,Current,Combined,100.88,
2025-04-01,Current,Rural,102.29,
2025-04-01,Current,Urban,101.99,
2025-04-01,Current,Combined,102.14,
2025-04-01,Current,Rural,102.36,
2025-04-01,Current,Urban,102.1,
2025-04-01,Current,Combined,102.22,
2025-04-01,Current,Rural,103.67,
2025-04-01,Current,Urban,103.47,
2025-04-01,Current,Combined,103.62,
2025-04-01,Current,Rural,101.92,
2025-04-01,Current,Urban,102.26,
2025-04-01,Current,Combined,102.16,
2025-04-01,Current,Rural,101.61,
2025-04-01,Current,Urban,101.51,
2025-04-01,Current,Combined,101.57,
2025-04-01,Current,Rural,101.71,
2025-04-01,Current,Urban,101.87,
2025-04-01,Current,Combined,101.81,
2025-04-01,Current,Rural,100.41,
2025-04-01,Current,Urban,101.51,
2025-04-01,Current,Combined,100.77,
2025-04-01,Current,Rural,101.61,
2025-04-01,Current,Urban,101.6,
2025-04-01,Current,Combined,101.61,
2025-04-01,Current,Rural,102.52,
2025-04-01,Current,Urban,101.85,
2025-04-01,Current,Combined,102.14,
2025-04-01,Current,Rural,102.33,
2025-04-01,Current,Urban,100.84,
2025-04-01,Current,Combined,101.76,
2025-04-01,Current,Rural,99.66,
2025-04-01,Current,Urban,101.26,
2025-04-01,Current,Combined,101.23,
2025-04-01,Current,Rural,100.41,
2025-04-01,Current,Urban,100.83,
2025-04-01,Current,Combined,100.53,
2025-04-01,Current,Rural,101.5,
2025-04-01,Current,Urban,101.56,
2025-04-01,Current,Combined,101.54,
2025-04-01,Current,Rural,102.59,
2025-04-01,Current,Urban,102.04,
2025-04-01,Current,Combined,102.34,
2025-04-01,Current,Rural,101.64,
2025-04-01,Current,Urban,101.84,
2025-04-01,Current,Combined,101.71,
2025-04-01,Current,Rural,102.23,
2025-04-01,Current,Urban,102.13,
2025-04-01,Current,Combined,102.2,
2025-04-01,Current,Rural,101.31,
2025-04-01,Current,Urban,101.77,
2025-04-01,Current,Combined,101.57,
2025-04-01,Current,Rural,101.86,
2025-04-01,Current,Urban,102.15,
2025-04-01,Current,Combined,102.03,
2025-04-01,Current,Rural,100.84,
2025-04-01,Current,Urban,101.17,
2025-04-01,Current,Combined,101.09,
2025-04-01,Current,Rural,100.45,
2025-04-01,Current,Urban,99.95,
2025-04-01,Current,Combined,100.34,
2025-04-01,Current,Rural,101.66,
2025-04-01,Current,Urban,101.88,
2025-04-01,Current,Combined,101.73,
2025-04-01,Current,Rural,102.6,
2025-04-01,Current,Urban,101.79,
2025-04-01,Current,Combined,102.3,
2025-04-01,Current,Rural,100.94,
2025-04-01,Current,Urban,101.67,
2025-04-01,Current,Combined,101.27,
2025-03-01,Current,Rural,101.34,
2025-03-01,Current,Urban,101.47,
2025-03-01,Current,Combined,101.39,
2025-03-01,Current,Rural,102.45,
2025-03-01,Current,Urban,102.1,
2025-03-01,Current,Combined,102.28,
2025-03-01,Current,Rural,100.58,
2025-03-01,Current,Urban,100.99,
2025-03-01,Current,Combined,100.74,
2025-03-01,Current,Rural,100.82,
2025-03-01,Current,Urban,101.53,
2025-03-01,Current,Combined,101.0,
2025-03-01,Current,Rural,101.0,
2025-03-01,Current,Urban,101.06,
2025-03-01,Current,Combined,101.02,
2025-03-01,Current,Rural,101.0,
2025-03-01,Current,Urban,100.9,
2025-03-01,Current,Combined,100.98,
2025-03-01,Current,Urban,101.02,
2025-03-01,Current,Combined,101.02,
2025-03-01,Current,Rural,100.39,
2025-03-01,Current,Urban,100.62,
2025-03-01,Current,Combined,100.47,
2025-03-01,Current,Rural,101.81,
2025-03-01,Current,Urban,101.49,
2025-03-01,Current,Combined,101.61,
2025-03-01,Current,Rural,100.62,
2025-03-01,Current,Urban,101.06,
2025-03-01,Current,Combined,100.88,
2025-03-01,Current,Rural,101.82,
2025-03-01,Current,Urban,102.26,
2025-03-01,Current,Combined,102.04,
2025-03-01,Current,Rural,101.7,
2025-03-01,Current,Urban,101.65,
2025-03-01,Current,Combined,101.69,
2025-03-01,Current,Rural,102.91,
2025-03-01,Current,Urban,101.89,
2025-03-01,Current,Combined,102.62,
2025-03-01,Current,Rural,100.7,
2025-03-01,Current,Urban,100.51,
2025-03-01,Current,Combined,100.63,
2025-03-01,Current,Rural,101.88,
2025-03-01,Current,Urban,101.69,
2025-03-01,Current,Combined,101.79,
2025-03-01,Current,Rural,101.85,
2025-03-01,Current,Urban,101.81,
2025-03-01,Current,Combined,101.83,
2025-03-01,Current,Rural,104.56,
2025-03-01,Current,Urban,104.05,
2025-03-01,Current,Combined,104.43,
2025-03-01,Current,Rural,101.67,
2025-03-01,Current,Urban,102.09,
2025-03-01,Current,Combined,101.98,
2025-03-01,Current,Rural,101.27,
2025-03-01,Current,Urban,101.0,
2025-03-01,Current,Combined,101.17,
2025-03-01,Current,Rural,101.5,
2025-03-01,Current,Urban,101.68,
2025-03-01,Current,Combined,101.61,
2025-03-01,Current,Rural,100.74,
2025-03-01,Current,Urban,101.02,
2025-03-01,Current,Combined,100.83,
2025-03-01,Current,Rural,101.24,
2025-03-01,Current,Urban,101.15,
2025-03-01,Current,Combined,101.21,
2025-03-01,Current,Rural,102.31,
2025-03-01,Current,Urban,101.76,
2025-03-01,Current,Combined,101.99,
2025-03-01,Current,Rural,102.21,
2025-03-01,Current,Urban,101.01,
2025-03-01,Current,Combined,101.75,
2025-03-01,Current,Rural,99.72,
2025-03-01,Current,Urban,101.35,
2025-03-01,Current,Combined,101.31,
2025-03-01,Current,Rural,100.21,
2025-03-01,Current,Urban,100.62,
2025-03-01,Current,Combined,100.32,
2025-03-01,Current,Rural,101.47,
2025-03-01,Current,Urban,101.33,
2025-03-01,Current,Combined,101.38,
2025-03-01,Current,Rural,102.31,
2025-03-01,Current,Urban,101.77,
2025-03-01,Current,Combined,102.06,
2025-03-01,Current,Rural,101.66,
2025-03-01,Current,Urban,101.66,
2025-03-01,Current,Combined,101.66,
2025-03-01,Current,Rural,101.91,
2025-03-01,Current,Urban,101.56,
2025-03-01,Current,Combined,101.79,
2025-03-01,Current,Rural,101.32,
2025-03-01,Current,Urban,101.58,
2025-03-01,Current,Combined,101.47,
2025-03-01,Current,Rural,101.42,
2025-03-01,Current,Urban,101.86,
2025-03-01,Current,Combined,101.67,
2025-03-01,Current,Rural,100.06,
2025-03-01,Current,Urban,100.72,
2025-03-01,Current,Combined,100.55,
2025-03-01,Current,Rural,99.81,
2025-03-01,Current,Urban,100.23,
2025-03-01,Current,Combined,99.91,
2025-03-01,Current,Rural,101.64,
2025-03-01,Current,Urban,101.56,
2025-03-01,Current,Combined,101.62,
2025-03-01,Current,Rural,102.43,
2025-03-01,Current,Urban,101.65,
2025-03-01,Current,Combined,102.14,
2025-03-01,Current,Rural,100.92,
2025-03-01,Current,Urban,101.07,
2025-03-01,Current,Combined,100.99,
2025-02-01,Current,Rural,101.33,
2025-02-01,Current,Urban,101.3,
2025-02-01,Current,Combined,101.32,
2025-02-01,Current,Rural,101.82,
2025-02-01,Current,Urban,102.23,
2025-02-01,Current,Combined,102.02,
2025-02-01,Current,Rural,100.76,
2025-02-01,Current,Urban,100.62,
2025-02-01,Current,Combined,100.71,
2025-02-01,Current,Rural,100.96,
2025-02-01,Current,Urban,101.38,
2025-02-01,Current,Combined,101.07,
2025-02-01,Current,Rural,100.98,
2025-02-01,Current,Urban,100.67,
2025-02-01,Current,Combined,100.92,
2025-02-01,Current,Rural,100.98,
2025-02-01,Current,Urban,100.91,
2025-02-01,Current,Combined,100.97,
2025-02-01,Current,Urban,101.05,
2025-02-01,Current,Combined,101.05,
2025-02-01,Current,Rural,100.12,
2025-02-01,Current,Urban,100.32,
2025-02-01,Current,Combined,100.19,
2025-02-01,Current,Rural,101.83,
2025-02-01,Current,Urban,101.4,
2025-02-01,Current,Combined,101.55,
2025-02-01,Current,Rural,100.83,
2025-02-01,Current,Urban,101.0,
2025-02-01,Current,Combined,100.93,
2025-02-01,Current,Rural,101.7,
2025-02-01,Current,Urban,101.6,
2025-02-01,Current,Combined,101.65,
2025-02-01,Current,Rural,101.83,
2025-02-01,Current,Urban,101.53,
2025-02-01,Current,Combined,101.78,
2025-02-01,Current,Rural,102.8,
2025-02-01,Current,Urban,101.71,
2025-02-01,Current,Combined,102.5,
2025-02-01,Current,Rural,101.21,
2025-02-01,Current,Urban,100.88,
2025-02-01,Current,Combined,101.1,
2025-02-01,Current,Rural,102.2,
2025-02-01,Current,Urban,101.77,
2025-02-01,Current,Combined,101.98,
2025-02-01,Current,Rural,102.12,
2025-02-01,Current,Urban,101.69,
2025-02-01,Current,Combined,101.88,
2025-02-01,Current,Rural,103.75,
2025-02-01,Current,Urban,103.6,
2025-02-01,Current,Combined,103.71,
2025-02-01,Current,Rural,101.71,
2025-02-01,Current,Urban,101.75,
2025-02-01,Current,Combined,101.74,
2025-02-01,Current,Rural,101.12,
2025-02-01,Current,Urban,100.73,
2025-02-01,Current,Combined,100.97,
2025-02-01,Current,Rural,101.58,
2025-02-01,Current,Urban,101.49,
2025-02-01,Current,Combined,101.52,
2025-02-01,Current,Rural,101.55,
2025-02-01,Current,Urban,101.51,
2025-02-01,Current,Combined,101.54,
2025-02-01,Current,Rural,101.62,
2025-02-01,Current,Urban,101.24,
2025-02-01,Current,Combined,101.52,
2025-02-01,Current,Rural,102.47,
2025-02-01,Current,Urban,101.96,
2025-02-01,Current,Combined,102.18,
2025-02-01,Current,Rural,102.31,
2025-02-01,Current,Urban,101.18,
2025-02-01,Current,Combined,101.87,
2025-02-01,Current,Rural,99.46,
2025-02-01,Current,Urban,100.89,
2025-02-01,Current,Combined,100.86,
2025-02-01,Current,Rural,100.28,
2025-02-01,Current,Urban,100.48,
2025-02-01,Current,Combined,100.33,
2025-02-01,Current,Rural,102.17,
2025-02-01,Current,Urban,101.32,
2025-02-01,Current,Combined,101.59,
2025-02-01,Current,Rural,101.74,
2025-02-01,Current,Urban,101.34,
2025-02-01,Current,Combined,101.55,
2025-02-01,Current,Rural,101.44,
2025-02-01,Current,Urban,101.68,
2025-02-01,Current,Combined,101.52,
2025-02-01,Current,Rural,102.13,
2025-02-01,Current,Urban,101.69,
2025-02-01,Current,Combined,101.98,
2025-02-01,Current,Rural,101.82,
2025-02-01,Current,Urban,101.8,
2025-02-01,Current,Combined,101.81,
2025-02-01,Current,Rural,101.55,
2025-02-01,Current,Urban,101.76,
2025-02-01,Current,Combined,101.67,
2025-02-01,Current,Rural,100.38,
2025-02-01,Current,Urban,100.7,
2025-02-01,Current,Combined,100.62,
2025-02-01,Current,Rural,100.0,
2025-02-01,Current,Urban,100.31,
2025-02-01,Current,Combined,100.07,
2025-02-01,Current,Rural,101.31,
2025-02-01,Current,Urban,101.09,
2025-02-01,Current,Combined,101.24,
2025-02-01,Current,Rural,102.34,
2025-02-01,Current,Urban,101.37,
2025-02-01,Current,Combined,101.99,
2025-02-01,Current,Rural,100.8,
2025-02-01,Current,Urban,100.78,
2025-02-01,Current,Combined,100.8,
2025-01-01,Current,Rural,101.81,
2025-01-01,Current,Urban,101.49,
2025-01-01,Current,Combined,101.67,
2025-01-01,Current,Rural,102.34,
2025-01-01,Current,Urban,102.68,
2025-01-01,Current,Combined,102.51,
2025-01-01,Current,Rural,101.48,
2025-01-01,Current,Urban,101.16,
2025-01-01,Current,Combined,101.36,
2025-01-01,Current,Rural,101.33,
2025-01-01,Current,Urban,101.69,
2025-01-01,Current,Combined,101.42,
2025-01-01,Current,Rural,102.39,
2025-01-01,Current,Urban,101.23,
2025-01-01,Current,Combined,102.15,
2025-01-01,Current,Rural,101.63,
2025-01-01,Current,Urban,101.14,
2025-01-01,Current,Combined,101.56,
2025-01-01,Current,Urban,101.33,
2025-01-01,Current,Combined,101.33,
2025-01-01,Current,Rural,101.09,
2025-01-01,Current,Urban,101.43,
2025-01-01,Current,Combined,101.21,
2025-01-01,Current,Rural,101.85,
2025-01-01,Current,Urban,101.43,
2025-01-01,Current,Combined,101.58,
2025-01-01,Current,Rural,100.99,
2025-01-01,Current,Urban,101.08,
2025-01-01,Current,Combined,101.04,
2025-01-01,Current,Rural,101.99,
2025-01-01,Current,Urban,101.61,
2025-01-01,Current,Combined,101.8,
2025-01-01,Current,Rural,101.82,
2025-01-01,Current,Urban,101.71,
2025-01-01,Current,Combined,101.8,
2025-01-01,Current,Rural,103.2,
2025-01-01,Current,Urban,101.89,
2025-01-01,Current,Combined,102.83,
2025-01-01,Current,Rural,101.98,
2025-01-01,Current,Urban,101.32,
2025-01-01,Current,Combined,101.76,
2025-01-01,Current,Rural,102.28,
2025-01-01,Current,Urban,101.8,
2025-01-01,Current,Combined,102.04,
2025-01-01,Current,Rural,102.23,
2025-01-01,Current,Urban,101.7,
2025-01-01,Current,Combined,101.94,
2025-01-01,Current,Rural,103.31,
2025-01-01,Current,Urban,103.18,
2025-01-01,Current,Combined,103.28,
2025-01-01,Current,Rural,101.94,
2025-01-01,Current,Urban,101.97,
2025-01-01,Current,Combined,101.96,
2025-01-01,Current,Rural,101.57,
2025-01-01,Current,Urban,101.12,
2025-01-01,Current,Combined,101.39,
2025-01-01,Current,Rural,101.68,
2025-01-01,Current,Urban,101.58,
2025-01-01,Current,Combined,101.62,
2025-01-01,Current,Rural,102.22,
2025-01-01,Current,Urban,102.06,
2025-01-01,Current,Combined,102.17,
2025-01-01,Current,Rural,102.76,
2025-01-01,Current,Urban,101.85,
2025-01-01,Current,Combined,102.52,
2025-01-01,Current,Rural,102.55,
2025-01-01,Current,Urban,102.05,
2025-01-01,Current,Combined,102.26,
2025-01-01,Current,Rural,102.66,
2025-01-01,Current,Urban,101.56,
2025-01-01,Current,Combined,102.24,
2025-01-01,Current,Rural,99.85,
2025-01-01,Current,Urban,100.86,
2025-01-01,Current,Combined,100.84,
2025-01-01,Current,Rural,101.85,
2025-01-01,Current,Urban,101.22,
2025-01-01,Current,Combined,101.68,
2025-01-01,Current,Rural,102.52,
2025-01-01,Current,Urban,101.52,
2025-01-01,Current,Combined,101.83,
2025-01-01,Current,Rural,101.98,
2025-01-01,Current,Urban,101.58,
2025-01-01,Current,Combined,101.79,
2025-01-01,Current,Rural,101.63,
2025-01-01,Current,Urban,101.61,
2025-01-01,Current,Combined,101.62,
2025-01-01,Current,Rural,102.44,
2025-01-01,Current,Urban,101.94,
2025-01-01,Current,Combined,102.27,
2025-01-01,Current,Rural,102.31,
2025-01-01,Current,Urban,102.03,
2025-01-01,Current,Combined,102.15,
2025-01-01,Current,Rural,101.64,
2025-01-01,Current,Urban,101.57,
2025-01-01,Current,Combined,101.6,
2025-01-01,Current,Rural,101.13,
2025-01-01,Current,Urban,101.41,
2025-01-01,Current,Combined,101.34,
2025-01-01,Current,Rural,100.6,
2025-01-01,Current,Urban,101.15,
2025-01-01,Current,Combined,100.73,
2025-01-01,Current,Rural,101.96,
2025-01-01,Current,Urban,101.5,
